313	5	5
314	2	3
314	3	3
314	4	4
314	5	4
314	7	5
315	1	2
315	2	3
315	3	3
315	4	4
315	5	5
316	1	2
316	2	3
316	3	3
316	4	4
317	2	3
317	3	3
317	4	4
317	5	4
317	7	5
318	2	3
318	3	3
318	4	4
318	5	5
319	1	2
319	2	3
319	3	3
319	4	4
320	2	3
320	3	3
320	4	4
320	5	5
321	2	3
321	3	3
321	4	4
322	2	3
322	3	3
322	4	4
323	2	3
323	3	3
323	4	4
323	5	4
324	1	2
324	2	3
324	3	3
324	4	4
325	2	3
325	3	3
325	4	4
326	1	2
326	2	3
326	3	3
326	4	4
327	2	3
327	3	3
327	4	4
328	2	3
328	3	3
329	2	3
329	3	3
329	4	4
330	2	3
330	3	3
330	4	4
331	2	3
331	3	3
331	4	3
332	2	3
332	3	3
332	4	4
333	2	3
333	3	3
333	4	4
334	2	3
334	3	3
335	2	3
335	3	3
336	2	3
336	3	3
337	2	3
337	3	3
337	4	4
338	2	3
338	3	3
338	4	4
339	2	3
339	3	3
339	4	4
340	3	3
340	4	4
341	2	3
341	3	3
342	2	3
342	3	3
342	4	4
343	2	3
343	3	3
343	4	4
343	5	4
344	2	3
344	3	3
345	2	3
345	3	3
346	2	3
346	3	3
347	2	3
347	4	4
348	5	4
349	2	3
349	3	3
349	4	4
350	3	3
351	2	2
351	3	3
352	2	3
352	3	3
353	2	3
353	3	3
353	4	4
354	2	3
354	4	4
355	2	3
355	3	3
355	4	4
355	5	5
357	5	4
358	3	3
358	4	4
359	2	2
360	2	3
360	3	3
361	3	4
362	2	3
362	3	3
386	5	5
