table_name	Category	table_group	manage_table_allowed	db_table_name	PK_column_name	multi_insert_column	table_url	manage_tables	next_step
AT_modified_peptide_instance_sample	Modified Peptide Instance Sample Link	PeptideAtlas_infrastructure	NO	$TBAT_MODIFIED_PEPTIDE_INSTANCE_SAMPLE	modified_peptide_instance_sample_id				
AT_modified_peptide_instance_search_batch	Modified Peptide Instance Search Batch Link	PeptideAtlas_infrastructure	NO	$TBAT_MODIFIED_PEPTIDE_INSTANCE_SEARCH_BATCH	modified_peptide_instance_search_batch_id				
AT_peptide_mapping	Peptide Mapping	PeptideAtlas_infrastructure	NO	$TBAT_PEPTIDE_MAPPING	peptide_mapping_id				
AT_biosequence_set	Biosequence Set	PeptideAtlas_infrastructure	YES	$TBAT_BIOSEQUENCE_SET	biosequence_set_id		ManageTable.cgi?TABLE_NAME=AT_biosequence_set	AT_biosequence_set	
AT_biosequence	Biosequence	PeptideAtlas_infrastructure	NO	$TBAT_BIOSEQUENCE	biosequence_id				
AT_biosequence_property_set	Biosequence Property Set	PeptideAtlas_infrastructure	NO	$TBAT_BIOSEQUENCE_PROPERTY_SET	biosequence_property_set_id				
AT_publication	Publication	PeptideAtlas_user	YES	$TBAT_PUBLICATION	publication_id		ManageTable.cgi?TABLE_NAME=AT_publication	AT_publication	
AT_biosequence_annotated_gene	Biosequence Annotated Gene	PeptideAtlas_infrastructure	NO	$TBAT_BIOSEQUENCE_ANNOTATED_GENE	biosequence_annotated_gene_id				
AT_biosequence_annotation	Biosequence Annotation	PeptideAtlas_project	YES	$TBAT_BIOSEQUENCE_ANNOTATION	biosequence_annotation_id		ManageTable.cgi?TABLE_NAME=AT_biosequence_annotation		
AT_search_key	Search Key	PeptideAtlas_infrastructure	NO	$TBAT_SEARCH_KEY	search_key_id				
AT_search_key_entity	Search Key Entity	PeptideAtlas_infrastructure	NO	$TBAT_SEARCH_KEY_ENTITY	search_key_id				
AT_query_option	Query Option	PeptideAtlas_infrastructure	YES	$TBAT_QUERY_OPTION	query_option_id		ManageTable.cgi?TABLE_NAME=AT_query_option	AT_query_option	
AT_sample_publication	Sample Publication	PeptideAtlas_user	NO	$TBAT_SAMPLE_PUBLICATION	sample_publication_id				
AT_atlas_search_batch_parameter	Atlas Search Batch Parameter	PeptideAtlas_infrastructure	NO	$TBAT_ATLAS_SEARCH_BATCH_PARAMETER	atlas_search_batch_id				
AT_atlas_search_batch_parameter_set	Atlas Search Batch Parameter Set	PeptideAtlas_infrastructure	NO	$TBAT_ATLAS_SEARCH_BATCH_PARAMETER_SET	atlas_search_batch_id				
AT_spectra_description_set	Spectra Description Set	PeptideAtlas_infrastructure	NO	$TBAT_SPECTRA_DESCRIPTION_SET	spectra_description_set_id				
AT_BrowseBiosequence	Browse Biosequence	QUERY					BrowseBioSequence.cgi		
AT_GetPeptides	Get Peptides	QUERY					GetPeptides		
AT_GetProteins	Get Proteins	QUERY					GetProteins		
AT_GetProteinsByPep	Get Proteins By Pep	QUERY					GetProteinsByPep		
AT_GetSELTransitions	Get SRM Experiment Library Transitions	QUERY					GetSELTransitions		
AT_CompareBuildsProteins	Compare Builds Proteins	QUERY					CompareBuildsProteins		
AT_consensus_library	Consensus Library	PeptideAtlas_infrastructure	YES	$TBAT_CONSENSUS_LIBRARY	consensus_library_id		ManageTable.cgi?TABLE_NAME=AT_consensus_library		
AT_consensus_library_spectrum	Consensus Library Spectrum	PeptideAtlas_infrastructure	NO	$TBAT_CONSENSUS_LIBRARY_SPECTRUM	consensus_library_spectrum_id				
AT_consensus_library_spectrum_peak	Consensus Library Spectrum Peak	PeptideAtlas_infrastructure	NO	$TBAT_CONSENSUS_LIBRARY_SPECTRUM_PEAK	consensus_library_spectrum_peak_id				
AT_consensus_spectrum_type	Consensus Spectrum Type	PeptideAtlas_infrastructure	NO	$TBAT_CONSENSUS_SPECTRUM_TYPE	consensus_spectrum_type_id				
AT_spectrum_identification	Spectrum Identification	PeptideAtlas_infrastructure	NO	$TBAT_SPECTRUM_IDENTIFICATION	spectrum_identification_id				
AT_spectrum	Spectrum	PeptideAtlas_infrastructure	NO	$TBAT_SPECTRUM	spectrum_id				
AT_spectrum_peak	Spectrum Peak	PeptideAtlas_infrastructure	NO	$TBAT_SPECTRUM_PEAK	spectrum_peak_id				
AT_consensus_library_spectrum_comment	Consensus library spectrum comment	PeptideAtlas_infrastructure	NO	$TBAT_CONSENSUS_LIBRARY_SPECTRUM_COMMENT	consensus_library_spectrum_comment_id				
AT_GetMRMList	Get MRM List	QUERY					GetMRMList		
AT_GetPABSTList	Get PABST List	QUERY					GetPABSTList		
AT_spectrum_annotation	Spectrum Annotation	PeptideAtlas_infrastructure	YES	$TBAT_SPECTRUM_ANNOTATION	spectrum_annotation_id		ManageTable.cgi?TABLE_NAME=AT_spectrum_annotation		
AT_spectrum_annotation_level	Spectrum Annotation Level	PeptideAtlas_infrastructure	YES	$TBAT_SPECTRUM_ANNOTATION_LEVEL	spectrum_annotation_level_id		ManageTable.cgi?TABLE_NAME=AT_spectrum_annotation_level		
AT_peptide_annotation	Peptide Annotation	PeptideAtlas_infrastructure	YES	$TBAT_PEPTIDE_ANNOTATION	peptide_annotation_id		ManageTable.cgi?TABLE_NAME=AT_peptide_annotation		
AT_srm_transition_set	SRM Transition Set	PeptideAtlas_infrastructure	YES	$TBAT_SRM_TRANSITION_SET	srm_transition_set_id		ManageTable.cgi?TABLE_NAME=AT_srm_transition_set		
AT_srm_transition	SRM Transition	PeptideAtlas_infrastructure	YES	$TBAT_SRM_TRANSITION	srm_transition_id		ManageTable.cgi?TABLE_NAME=AT_srm_transition		
AT_transition_suitability_level	Transition Suitability Level	PeptideAtlas_infrastructure	YES	$TBAT_TRANSITION_SUITABILITY_LEVEL	transition_suitability_level_id		ManageTable.cgi?TABLE_NAME=AT_transition_suitability_level		
AT_search_batch_statistics	Search Batch Statistics	PeptideAtlas_infrastructure	NO	$TBAT_SEARCH_BATCH_STATISTICS	search_batch_statistics_id				
AT_proteotypic_peptide	Proteotypic Peptide	PeptideAtlas_infrastructure	NO	$TBAT_PROTEOTYPIC_PEPTIDE	proteotypic_peptide_id		ManageTable.cgi?TABLE_NAME=AT_proteotypic_peptide		
AT_proteotypic_peptide_mapping	Proteotypic Peptide Mapping	PeptideAtlas_infrastructure	NO	$TBAT_PROTEOTYPIC_PEPTIDE_MAPPING	proteotypic_peptide_mapping_id		ManageTable.cgi?TABLE_NAME=AT_proteotypic_peptide		
AT_protein_identification	Protein Identification	PeptideAtlas_infrastructure	NO	$TBAT_PROTEIN_IDENTIFICATION	protein_identification_id				
AT_protein_presence_level	Protein Presence Level	PeptideAtlas_infrastructure	YES	$TBAT_PROTEIN_PRESENCE_LEVEL	protein_presence_level_id		ManageTable.cgi?TABLE_NAME=AT_protein_presence_level		
AT_biosequence_relationship	Biosequence Relationship	PeptideAtlas_infrastructure	NO	$TBAT_BIOSEQUENCE_RELATIONSHIP	biosequence_relationship_id				
AT_biosequence_relationship_type	Biosequence Relationship Type	PeptideAtlas_infrastructure	YES	$TBAT_BIOSEQUENCE_RELATIONSHIP_TYPE	biosequence_relationship_type_id		ManageTable.cgi?TABLE_NAME=AT_biosequence_relationship_type		
AT_GetTransitions	Get transition List	QUERY					GetTransitions		
AT_SearchProteins	Search Proteins	QUERY					SearchProteins		
AT_pabst_tmp_build	PABST Build	PeptideAtlas_infrastructure	YES	$TBAT_PABST_BUILD	pabst_build_id		ManageTable.cgi?TABLE_NAME=AT_PABST_build		
AT_pabst_tmp_build_file	PABST Build File	PeptideAtlas_infrastructure	NO	$TBAT_PABST_BUILD_FILE	pabst_build_file_id				
AT_pabst_build_resource	PABST Build Resource	PeptideAtlas_infrastructure	YES	$TBAT_PABST_BUILD_RESOURCE					
AT_pabst_tmp_peptide	PABST Peptide	PeptideAtlas_infrastructure	NO	$TBAT_PABST_PEPTIDE	pabst_peptide_id				
AT_pabst_tmp_peptide_mapping	PABST Peptide Mapping	PeptideAtlas_infrastructure	NO	$TBAT_PABST_PEPTIDE_MAPPING	"pabst_peptide_id, biosequence_id"				
AT_pabst_tmp_peptide_ion	PABST Peptide Ion	PeptideAtlas_infrastructure	NO	$TBAT_PABST_PEPTIDE_ION	pabst_peptide_ion_id				
AT_pabst_tmp_peptide_ion_instance	PABST Peptide Ion Instance	PeptideAtlas_infrastructure	NO	$TBAT_PABST_PEPTIDE_ION_INSTANCE	pabst_peptide_ion_instance_id				
AT_pabst_tmp_transition	PABST Transition	PeptideAtlas_infrastructure	NO	$TBAT_PABST_TRANSITION	pabst_transition_id				
AT_pabst_tmp_transition_instance	PABST Transition Instance	PeptideAtlas_infrastructure	NO	$TBAT_PABST_TRANSITION_INSTANCE	pabst_transition_instance_id				
AT_pabst_tmp_source_priority	PABST Source Priority	PeptideAtlas_infrastructure	YES	$TBAT_PABST_SOURCE_PRIORITY	pabst_source_priority_id		ManageTable.cgi?TABLE_NAME=AT_source_priority		
AT_instrument_type	Instrument Type	PeptideAtlas_infrastructure	YES	$TBAT_INSTRUMENT_TYPE	instrument_type_id		ManageTable.cgi?TABLE_NAME=AT_instrument_type		
AT_protein_list	Protein List	PeptideAtlas_infrastructure	YES	$TBAT_PROTEIN_LIST	protein_list_id		ManageTable.cgi?TABLE_NAME=AT_Protein_list		
AT_protein_list_protein	Protein List Protein	PeptideAtlas_infrastructure	NO	$TBAT_PROTEIN_LIST_PROTEIN	protein_list_protein_id				
AT_SEL_experiment	SEL Experiment	PeptideAtlas_infrastructure	YES	$TBAT_SEL_EXPERIMENT	sel_experiment_id		ManageTable.cgi?TABLE_NAME=AT_SEL_experiment		
AT_SEL_run	SEL Experiment Run	PeptideAtlas_infrastructure	YES	$TBAT_SEL_RUN	sel_run_id		ManageTable.cgi?TABLE_NAME=AT_SEL_run		
AT_SEL_peptide_ion	SEL Peptide Ion	PeptideAtlas_infrastructure	NO	$TBAT_SEL_PEPTIDE_ION	sel_peptide_ion_id				
AT_SEL_peptide_ion_protein	SEL Peptide Ion Protein	PeptideAtlas_infrastructure	NO	$TBAT_SEL_PEPTIDE_ION_PROTEIN	sel_peptide_ion_protein_id				
AT_SEL_transition_group	SEL Transition Group	PeptideAtlas_infrastructure	NO	$TBAT_SEL_TRANSITION_GROUP	sel_transition_group_id				
AT_SEL_transition	SEL Transition	PeptideAtlas_infrastructure	NO	$TBAT_SEL_TRANSITION	sel_transition_id				
AT_SEL_chromatogram	SEL Chromatogram	PeptideAtlas_infrastructure	NO	$TBAT_SEL_CHROMATOGRAM	sel_chromatogram_id				
AT_SEL_peak_group	SEL Peak Group	PeptideAtlas_infrastructure	NO	$TBAT_SEL_PEAK_GROUP	sel_peak_group_id				
AT_elution_time_type	Elution time type	PeptideAtlas_infrastructure	YES	$TBAT_ELUTION_TIME_TYPE	elution_time_type_id		ManageTable.cgi?TABLE_NAME=AT_elution_time_type		
AT_elution_time	Elution time	PeptideAtlas_infrastructure	YES	$TBAT_ELUTION_TIME	elution_time_id		ManageTable.cgi?TABLE_NAME=AT_elution_time		
AT_PASS_submitter	PASS Submitter	PeptideAtlas_infrastructure	YES	$TBAT_PASS_SUBMITTER	submitter_id		ManageTable.cgi?TABLE_NAME=AT_PASS_submitter	"AT_PASS_submitter,AT_PASS_dataset"	
AT_PASS_dataset	PASS Dataset	PeptideAtlas_infrastructure	YES	$TBAT_PASS_DATASET	dataset_id		ManageTable.cgi?TABLE_NAME=AT_PASS_dataset	"AT_PASS_submitter,AT_PASS_dataset"	
AT_GetPTPPeptides	Get PTP Peptides	QUERY					GetPTPPeptides		
AT_spectrum_ptm_identification	Spectrum PTM Identification	PeptideAtlas_infrastructure	NO	$TBAT_SPECTRUM_PTM_IDENTIFICATION	spectrum_ptm_identification_id				
AT_putative_protein	PutativeProtein	PeptideAtlas_infrastructure	YES	$TBAT_PUTATIVE_PROTEIN	putative_protein_id		ManageTable.cgi?TABLE_NAME=AT_putative_protein		
AT_putative_peptide	PutativePeptide	PeptideAtlas_infrastructure	YES	$TBAT_PUTATIVE_PEPTIDE	putative_peptide_id		ManageTable.cgi?TABLE_NAME=AT_putative_peptide		
AT_putative_protein_peptide	PutativeProteinPeptide	PeptideAtlas_infrastructure	NO	$TBAT_PUTATIVE_PROTEIN_PEPTIDE	putative_protein_peptide_id				
AT_peptide_instance_annotation	Peptide Instance Annotation	PeptideAtlas_infrastructure	YES	$TBAT_PEPTIDE_INSTANCE_ANNOTATION	peptide_instance_annotation_id		ManageTable.cgi?TABLE_NAME=AT_peptide_instance_annotation		
AT_protein_identification_annotation	ProteinIdentificationAnnotation	PeptideAtlas_infrastructure	YES	$TBAT_PROTEIN_IDENTIFICATION_ANNOTATION	protein_identification_annotation_id		ManageTable.cgi?TABLE_NAME=AT_protein_identification_annotation		
AT_public_data_repository	Public Data Repository	PeptideAtlas_infrastructure	YES	$TBAT_PUBLIC_DATA_REPOSITORY	dataset_id		ManageTable.cgi?TABLE_NAME=AT_public_data_repository	AT_public_data_repository	
AT_fragmentation_type	fragmentation type 	PeptideAtlas_infrastructure	YES	$TBAT_FRAGMENTATION_TYPE	fragmentation_type_id		ManageTable.cgi?TABLE_NAME=AT_fragmentation_type 		
AT_uniprot_db	Get PTP Peptides	PeptideAtlas_infrastructure	NO	$TBAT_UNIPROT_DB	uniprot_db_id				
AT_uniprot_db_entry	Get PTP Peptides	PeptideAtlas_infrastructure	NO	$TBAT_UNIPROT_DB_ENTRY	uniprot_db_entry_id				
AT_domain_protein_list	Domain Protein List	PeptideAtlas_infrastructure	YES	$TBAT_DOMAIN_PROTEIN_LIST	protein_list_id		ManageTable.cgi?TABLE_NAME=AT_Domain_Protein_list		
AT_domain_list_protein	Domain List Protein	PeptideAtlas_infrastructure	NO	$TBAT_DOMAIN_LIST_PROTEIN	list_protein_id				
AT_proteases	Proteases	PeptideAtlas_infrastructure	YES	$TBAT_PROTEASES	id		ManageTable.cgi?TABLE_NAME=AT_proteases		
AT_dia_library	DIA Library	PeptideAtlas_infrastructure	YES	$TBAT_CONSENSUS_LIBRARY	consensus_library_id		ManageTable.cgi?TABLE_NAME=AT_dia_library		
AT_GetDIALibs	Get DIA Libraries	QUERY	YES				GetDIALibs		
AT_ExploreIonLibrary	Explore Ion Library	QUERY	YES				ExploreIonLibrary		
